success,czo_id,hs_id,uname,elapsed_time,public,maps
True,2400,d841f99381424ebc850842a1dbb5630b,czo_christina,1 sec | 0.10 min,True,
True,4685,80fbaf9cef9745a0ab45a33443912f51,czo_calhoun,11 sec | 0.18 min,True,
True,4686,35301f29f15547c884c847ff00eb6220,czo_calhoun,16 sec | 0.27 min,True,
True,4687,7396e378524f4b88b8126b6f28d4dfe8,czo_calhoun,12 sec | 0.20 min,True,
True,4703,280a73e3d6244a56b27de24375b4210a,czo_reynolds,11 sec | 0.18 min,True,
True,4723,4f025f6ba647411c8c16800f607d5baf,czo_luquillo,26 sec | 0.43 min,True,
True,4730,6bacd957168747f4af8537006205684d,czo_luquillo,18 sec | 0.30 min,True,
True,4734,ab5d6ebea61c4d74b2cc582e774139f1,czo_luquillo,38 sec | 0.63 min,True,
True,4739,0a40c5df78e4405c811be7a040b5e1a8,czo_eel,65 sec | 1.08 min,True,
True,4741,99ce6e0c2f06489a9859f814993eaf3c,czo_eel,26 sec | 0.43 min,True,
True,4742,8ef99543f69643438575e3f740cb2bba,czo_eel,23 sec | 0.39 min,True,
True,4743,494feb61bb9a45909a3246111f774758,czo_eel,16 sec | 0.26 min,True,
True,4828,897feb1bfdf84328b8d18b36c8a9be05,czo_shale-hills,20 sec | 0.33 min,True,
True,4829,503b32a8bf8e43a5814336076a98f096,czo_shale-hills,18 sec | 0.29 min,True,
True,4830,0edacd0ea7c84867a19273c3f5d211d6,czo_shale-hills,62 sec | 1.03 min,True,
True,4851,63cd313bd15b4b77b05b8f34ec9388ee,czo_calhoun,18 sec | 0.29 min,True,
True,4871,2ecf44a316364998a938c1c0f84fdb67,czo_shale-hills,16 sec | 0.27 min,True,
True,4897,295745bf0b854c6bbddc05452a09c602,czo_eel,13 sec | 0.22 min,True,
True,4940,417c018edd324a75828195625adbc19f,czo_shale-hills,16 sec | 0.27 min,True,
True,4982,c00a9d3c593c4a4aae67eb6bd7e4b049,czo_luquillo,15 sec | 0.25 min,True,
True,4997,90aafb1028ec43dbb5b10a1302548c28,czo_shale-hills,16 sec | 0.26 min,True,
True,5107,d957c4123c9a4154b3bdfb4bd0c4dfb8,czo_catalina-jemez,39 sec | 0.65 min,True,
True,5131,21a405f32af346e19ddd1c2b1c694b2c,czo_national,31 sec | 0.52 min,True,
True,5137,ece96e87f7184bf392f0e7b98132a2c9,czo_national,37 sec | 0.61 min,True,
True,5138,bdd33326fcf64fd2a8f8659a375f2d58,czo_national,36 sec | 0.59 min,True,
True,5139,2a19d06352394d4683355b4cb5d3bb44,czo_catalina-jemez,303 sec | 5.04 min,True,
True,5140,51e6489b2f6c4b489288885d2540bcbc,czo_catalina-jemez,297 sec | 4.95 min,True,
True,5189,bcc8d3f2a22844bab057d8c2bbb52df7,czo_shale-hills,16 sec | 0.27 min,True,
True,5190,7f0b08d540084115992d4354bb4bd6dd,czo_shale-hills,16 sec | 0.27 min,True,
True,5198,ed8a2be3883b4f72b73636ae5d9ed087,czo_catalina-jemez,72 sec | 1.19 min,True,
True,5203,6cbb07fc45af48db934a64d5c365c7f2,czo_reynolds,15 sec | 0.24 min,True,
True,5270,391d601761ee4b47a18a511f80df27e6,czo_reynolds,11 sec | 0.18 min,True,
True,5272,432e180c1aad4f85af8f41321cc4b263,czo_shale-hills,16 sec | 0.27 min,True,
True,5273,16c1d1cbad5f45f78f7ac1e702d0aafe,czo_shale-hills,16 sec | 0.27 min,True,
True,5274,f1aa35bb7ee14b08b305f6424dea34ce,czo_shale-hills,16 sec | 0.27 min,True,
True,5277,4e8f26a8ac564c26b0ea2b07fca50138,czo_shale-hills,51 sec | 0.85 min,True,
True,5278,61fbd7d954d042f9b8d865952c6d6ad3,czo_shale-hills,16 sec | 0.27 min,True,
True,5280,f11c35908ef247a4bcb8746ef7844a6e,czo_shale-hills,16 sec | 0.27 min,True,
True,5281,d349fe52ffea4b0cb62064af9f352b6c,czo_shale-hills,16 sec | 0.27 min,True,
True,5282,993b56797c244ea185a3430ca0cb0fc7,czo_shale-hills,16 sec | 0.27 min,True,
True,5283,50d00ce62ea34ba5a7d209ce9df558b1,czo_shale-hills,43 sec | 0.72 min,True,
True,5285,a868f9188e36478db40c02efab920281,czo_shale-hills,16 sec | 0.27 min,True,
True,5292,f7adcd529a664c70b844c3b58dd672e9,czo_reynolds,11 sec | 0.18 min,True,
True,5300,79f7eae8ce664ecf8ed25036f77d8677,czo_shale-hills,25 sec | 0.42 min,True,
True,5324,3160f8300bd54f38aafa95aa805ce356,czo_shale-hills,16 sec | 0.27 min,True,
True,5326,2deee39922df49c88eb9224768f43a7c,czo_shale-hills,16 sec | 0.27 min,True,
True,5329,7f56e6d9a5fa4e6e9968cd4bbb4922eb,czo_shale-hills,17 sec | 0.28 min,True,
True,5343,a51c838198ad4c9c9f9c858ecd5e0721,czo_shale-hills,19 sec | 0.32 min,True,
True,5442,e1f51a36925a4a888563e37275539d7b,czo_luquillo,11 sec | 0.19 min,True,
True,5446,cbdf5af338214abea9bd3e993aae4d01,czo_calhoun,12 sec | 0.19 min,True,
True,5454,ec8c0256b1b54127a3733bbabc116793,czo_calhoun,11 sec | 0.19 min,True,
True,5460,14fe2dcac7114a90a420d1d1a438edd2,czo_luquillo,22 sec | 0.37 min,True,
True,5470,38492153da544d55b8183784ce38ed6a,czo_catalina-jemez,415 sec | 6.91 min,True,
True,5484,52f493d3934c4d07afbd7a40cea067af,czo_eel,11 sec | 0.18 min,True,
True,5485,f3c5349d77644349a6d9ab7cf88305aa,czo_eel,32 sec | 0.53 min,True,
True,5486,bbe40682aa8644b882df84c5db3938fa,czo_eel,11 sec | 0.18 min,True,
True,5488,e69dca10141348808010c4470d99210a,czo_eel,10 sec | 0.17 min,True,
True,5491,4ab76a12613c493d82b2df57aa970c24,czo_catalina-jemez,108 sec | 1.80 min,True,
True,5492,38c0e61607e74c329ac798c8001bfa95,czo_catalina-jemez,99 sec | 1.64 min,True,
True,5493,5602200fa76c477d86774553b70c71b9,czo_catalina-jemez,186 sec | 3.10 min,True,
True,5494,9f9a250586bb45f0b8e78eefbeb35b83,czo_catalina-jemez,188 sec | 3.13 min,True,
True,5496,cdc63e4bd87646479e1af6a359d542ad,czo_eel,11 sec | 0.18 min,True,
True,5497,5b58b8254b9248dcab96e7cd2421a1c0,czo_eel,11 sec | 0.18 min,True,
True,5498,1f06831dac3041e69ecc85858d2ab39f,czo_luquillo,14 sec | 0.24 min,True,
True,5512,76bbc82a2b0949668a34e924f0e3d7c3,czo_catalina-jemez,16 sec | 0.26 min,True,
True,5531,e093b98a554c4ffa80786f3b608de00c,czo_luquillo,17 sec | 0.28 min,True,
True,5533,ae1b338cc7a641f68fd5c4f85dba97a1,czo_calhoun,25 sec | 0.42 min,True,
True,5564,1bd22f9415d3461b86f4cf3874e2e1c1,czo_calhoun,12 sec | 0.20 min,True,
True,5668,818ecb27e5fb4469bb72283d15b52800,czo_luquillo,19 sec | 0.32 min,True,
True,5714,6d3e785feb364ae79f88fa57432a7e92,czo_reynolds,11 sec | 0.18 min,True,
True,5751,a3b8d8df6ed545c4912b95dfc23c066d,czo_luquillo,37 sec | 0.62 min,True,
True,5817,6dd3a7e69375411389cc7a587ed6cdf9,czo_shale-hills,108 sec | 1.80 min,True,
True,5821,6438f33720e44a7690c094caf331aebe,czo_calhoun,50 sec | 0.83 min,True,
True,5933,98f23778fae94283a179f1ab242fed96,czo_calhoun,11 sec | 0.18 min,True,
True,5982,116fa5ba5645479ea670cf5b5a7f2635,czo_calhoun,18 sec | 0.30 min,True,
True,5986,75de7aa9cc69489a828dc4f4216cefeb,czo_calhoun,11 sec | 0.19 min,True,
True,6026,5a338710aa6549ddba3d008163e977ee,czo_luquillo,38 sec | 0.63 min,True,
True,6103,4b7d49a5fc3a4a20a1e8dde4d2146f17,czo_national,527 sec | 8.78 min,True,
True,6108,a60faac4c73649efb4736de7ec587f7c,czo_national,93 sec | 1.55 min,True,
True,6112,cdae735072274dbcb29ebae2ec13a201,czo_national,38 sec | 0.63 min,True,
True,6113,1a4d322603d44c599a8aa33997f39357,czo_national,62 sec | 1.03 min,True,
True,6118,717902cd669342dface45d9761490c26,czo_luquillo,11 sec | 0.18 min,True,
True,6273,ccb0c4cd1bfd46908da6806ca4a2acfa,czo_reynolds,11 sec | 0.18 min,True,
True,6292,ec3d30b72ad243be929286ca63faebd1,czo_national,19 sec | 0.32 min,True,
True,6421,48543185f7bd414b9f883209dc7edef6,czo_calhoun,17 sec | 0.29 min,True,
True,6466,434012bea99b4c589231e4169ffdc6a2,czo_catalina-jemez,189 sec | 3.15 min,True,
True,6470,a22295e88b204d5997faeeaebb4dbe09,czo_calhoun,11 sec | 0.19 min,True,
True,6475,d437825c6f034510a48d569d8a449e63,czo_calhoun,23 sec | 0.38 min,True,
True,6486,8b700e86effd4c189c3a88379825df18,czo_reynolds,11 sec | 0.18 min,True,
True,6487,f98e6de110a24227945624ab9ca91c5b,czo_reynolds,11 sec | 0.18 min,True,
True,6488,c476a86a17e043888cd42ae5337e7d6e,czo_reynolds,15 sec | 0.25 min,True,
True,6521,9dfb6ae4748845ceb94676ec589e75a5,czo_boulder,19 sec | 0.32 min,True,
True,6522,e440e0d3ad5b49929927e63f25226307,czo_boulder,19 sec | 0.31 min,True,
True,6523,c74ee10b17a740af885ee404644abbed,czo_boulder,18 sec | 0.30 min,True,
True,6524,4fa25c67f23d4218980603f05d7012be,czo_boulder,19 sec | 0.32 min,True,
True,6526,3ecfe3f27550493683fb32a8f3b6b50c,czo_boulder,32 sec | 0.53 min,True,
True,6541,5b9a322c650a44b68666c3e7a45fbdf9,czo_boulder,18 sec | 0.30 min,True,
True,6565,79f2db2a5c084a9e85cfedb62ba174d8,czo_shale-hills,18 sec | 0.31 min,True,
True,6566,5e4873638923480d9272c5dc375d4a03,czo_national,27 sec | 0.46 min,True,
True,6568,b134a93a92ba482abc5176e029a6687a,czo_calhoun,23 sec | 0.38 min,True,
True,6569,bdb8919935ec4f8a86f0151d884ef871,czo_national,60 sec | 1.01 min,True,
True,6580,9b7328ab4c914676891fbb8ff65d98c2,czo_calhoun,12 sec | 0.21 min,True,
True,6585,5474b591c80e44b4866aa5c1eeb830e6,czo_calhoun,12 sec | 0.19 min,True,
True,6587,31044067f2494413ab6f21f48461b9d8,czo_luquillo,11 sec | 0.19 min,True,
True,6588,c83f5bda0d434076a4884081338b7fa4,czo_luquillo,11 sec | 0.18 min,True,
True,6597,3fe1e79fc6f4464a9f57bc60c9997706,czo_sierra,15 sec | 0.25 min,True,
True,6625,a5097f6a7aca4d2fada2335ccf5bd64d,czo_reynolds,15 sec | 0.24 min,True,
True,6630,00b7e2ff67364a3ebe8a40a57f8f052e,czo_shale-hills,118 sec | 1.96 min,True,
True,6636,f58e83002f01481492f500d62712b993,czo_shale-hills,18 sec | 0.30 min,True,
True,6639,ae3eb4d9c8604235b41c02efff86ad9c,czo_shale-hills,18 sec | 0.30 min,True,
True,6645,e89be644c3884467b7722ce2f457121c,czo_shale-hills,36 sec | 0.59 min,True,
True,6652,a7a399be862d4862bb2c8f4ed5594387,czo_luquillo,11 sec | 0.18 min,True,
True,6654,6393700499984165a4451ec939e44715,czo_shale-hills,16 sec | 0.27 min,True,
True,6659,bdfaf85ca3d943e691e23eb41cdda801,czo_shale-hills,16 sec | 0.27 min,True,
True,6660,302fde4890e74702ac731d2a82680e8f,czo_shale-hills,17 sec | 0.28 min,True,
True,6661,de8fd503eec94b4c9f0d767d2b8c0a79,czo_shale-hills,16 sec | 0.27 min,True,
True,6675,5e40c198c2a447a3ae7bbae424b408ea,czo_reynolds,11 sec | 0.18 min,True,
True,6686,7703d249f062428b8229c03ce072e5c6,czo_catalina-jemez,70 sec | 1.16 min,True,
True,6688,f38650ba68764d1db8a0e7a13a5153c2,czo_shale-hills,16 sec | 0.27 min,True,
True,6696,12b40614cae943ae94032c96041eb526,czo_shale-hills,593 sec | 9.88 min,True,
True,6706,bac581a34190452ab3346d0297dbee1a,czo_shale-hills,50 sec | 0.83 min,True,
True,6775,8fa362a534d2494e923c231aa0cc10a5,czo_calhoun,15 sec | 0.25 min,True,
True,6778,901a9ac9828d4d7e87deefa357c3a67a,czo_shale-hills,16 sec | 0.27 min,True,
True,6779,e4760f8dfcbe431f8c3d815e70c364e6,czo_shale-hills,16 sec | 0.27 min,True,
True,6786,5e30ed5401994d609aec0a7c0dc94fc1,czo_shale-hills,16 sec | 0.27 min,True,
True,6787,a24376aa9f4f4604ab4d3a3e253790d0,czo_shale-hills,16 sec | 0.27 min,True,
True,6788,1f9447939ee046ee924129845eaa4c4f,czo_shale-hills,25 sec | 0.42 min,True,
True,6789,59fe6f8952f94513a9f0f9b3b51f676b,czo_shale-hills,26 sec | 0.43 min,True,
True,6795,b3e1dcd0559a43b19e5d36a84a1f55a2,czo_luquillo,11 sec | 0.18 min,True,
True,6803,240d315436414dc192c316f434cab5de,czo_luquillo,11 sec | 0.18 min,True,
True,6903,7968ba4925004bd5b0e78aef86bdfd7b,czo_boulder,11 sec | 0.19 min,True,
True,6910,016bc73136974bc0b688ba64a6c690e4,czo_shale-hills,16 sec | 0.27 min,True,
True,6917,3fdd7464d9b04576866093a27da05b41,czo_shale-hills,16 sec | 0.27 min,True,
True,6941,cd1ef3ea99ae4c4597569ce4335f36a9,czo_shale-hills,16 sec | 0.27 min,True,
True,6942,f362d24430e0425b98a0792565c51bcc,czo_shale-hills,16 sec | 0.27 min,True,
True,6947,8366720914b143b696c952ae90a78a67,czo_shale-hills,25 sec | 0.42 min,True,
True,6980,1359ff9e943643729717ee046b416e17,czo_shale-hills,57 sec | 0.95 min,True,
True,6987,9ee2e7f1f0ef4746a4991a32055e6812,czo_shale-hills,44 sec | 0.73 min,True,
True,6992,da61f854a1754e26a7c65de608bf5890,czo_catalina-jemez,80 sec | 1.34 min,True,
True,6993,36419d60a7484844acab038b1fb84828,czo_catalina-jemez,52 sec | 0.86 min,True,
True,7062,59ec9745d51646eb8efda5e4a6b08d5f,czo_luquillo,11 sec | 0.18 min,True,
True,7092,8988727a364f4558b6ae2fe9a2ef35b3,czo_shale-hills,30 sec | 0.50 min,True,
True,7113,ffee4c810774423fb302ed7b735d3805,czo_catalina-jemez,33 sec | 0.55 min,True,
True,7158,c0adedc79a954bcd81e62a063ae2cbbf,czo_luquillo,15 sec | 0.25 min,True,
True,7161,c801344fcb464624abd0a4ba3fc75d10,czo_luquillo,17 sec | 0.28 min,True,
True,7162,5cec195d9d5c40ac92be2319ba4cd6ce,czo_luquillo,11 sec | 0.18 min,True,
True,7164,3776d75974e04f33b8801bfc3503174a,czo_luquillo,12 sec | 0.20 min,True,
True,7165,c94a53ec169940cf948e1111c8fe1762,czo_luquillo,13 sec | 0.21 min,True,
True,7167,9a12b8d1295446b7a9ba5ea3c3e499af,czo_luquillo,12 sec | 0.19 min,True,
True,7169,e6d7f6c11aa34662bdc30225bf35ae6e,czo_luquillo,14 sec | 0.23 min,True,
True,7170,d8b725b81bba4bfb8386e30c834e4254,czo_luquillo,22 sec | 0.36 min,True,
True,7171,715ffe3828d349d5ae134374ed84dcc3,czo_luquillo,12 sec | 0.20 min,True,
True,7172,4a5f560d20004213acf3eb52cca93f67,czo_luquillo,19 sec | 0.32 min,True,
True,7174,d346b889cf764d508940f6f14943e39c,czo_luquillo,12 sec | 0.19 min,True,
True,7175,4d0c04e3a7d34f48a465ba5d7bed4472,czo_luquillo,11 sec | 0.18 min,True,
True,7204,da7a0231f38b4936af6f8179c2a48aa0,czo_calhoun,12 sec | 0.20 min,True,
True,7205,8d43148dba4c45fe8f65530d29aab7ae,czo_catalina-jemez,52 sec | 0.87 min,True,
True,7212,9535cbe97d5843a788fc7648de39a6e5,czo_shale-hills,62 sec | 1.04 min,True,
True,7213,759a4482482647ecbc164f6bcf1eb157,czo_shale-hills,72 sec | 1.21 min,True,
True,7214,dde802db7f3b4340a9702870bdc5d7ae,czo_shale-hills,20 sec | 0.33 min,True,
True,7217,2737000d19fb4d50bce263d397ba680f,czo_shale-hills,18 sec | 0.29 min,True,
True,7222,7f42e49859314944927bfdbbfd4e6699,czo_shale-hills,30 sec | 0.49 min,True,
True,7241,70176872f4c74ee09ddb56d1cc7e8472,czo_boulder,20 sec | 0.34 min,True,
True,7243,4845d6f238764f6e865af78e11a36279,czo_calhoun,22 sec | 0.37 min,True,
True,7256,8948434b66fb435cb9e09bdc8c12a128,czo_boulder,11 sec | 0.19 min,True,
True,7261,bb4263b414ac46df845ff1e7f9984718,czo_boulder,19 sec | 0.31 min,True,
